Airfoil,AoA,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,L/D
rae69ck,-1,0.1141,0.00546,0.00126,-0.0679,0.8444,0.5733,20.8974
rae69ck,-2,0.0002,0.00543,0.00133,-0.0673,0.8709,0.5613,0.0368324
rae69ck,-3,-0.1136,0.00544,0.0014,-0.0668,0.8962,0.5298,-20.8824
rae69ck,-4,-0.2275,0.00559,0.0016,-0.0661,0.9197,0.4817,-40.6977
rae69ck,-5,-0.3331,0.0078,0.00264,-0.0652,0.9437,0.1524,-42.7051
rae69ck,1,0.3366,0.00555,0.0012,-0.0676,0.7495,0.6012,60.6486
rae69ck,11,1.2595,0.02436,0.01964,-0.0395,0.0068,1,51.7036
rae69ck,10,1.1867,0.02208,0.01693,-0.0448,0.0085,0.8807,53.7455
rae69ck,0,0.2266,0.00541,0.0012,-0.0681,0.8099,0.5889,41.8854
rae69ck,2,0.4448,0.00585,0.00136,-0.0669,0.6703,0.6174,76.0342
rae69ck,4,0.627,0.01006,0.00321,-0.0607,0.0609,0.6527,62.326
rae69ck,5,0.7306,0.01123,0.00434,-0.0595,0.0285,0.6753,65.0579
rae69ck,8,1.0239,0.01604,0.00984,-0.0534,0.0116,0.7645,63.8342
rae69ck,7,0.9295,0.0142,0.0077,-0.056,0.0145,0.7293,65.4577
rae69ck,6,0.8324,0.01251,0.00579,-0.058,0.0188,0.7003,66.5388
rae69ck,9,1.1003,0.02048,0.01487,-0.0483,0.0097,0.8073,53.7256
raf15,-3,-0.0831,0.01123,0.00297,-0.0339,0.0454,0.0297,-7.39982
raf15,1,0.3003,0.01041,0.00155,-0.0262,0.0278,0.0314,28.8473
raf15,2,0.3966,0.01058,0.00174,-0.0242,0.0284,0.0306,37.4858
raf15,5,0.6809,0.01198,0.00367,-0.017,0.0313,0.0305,56.8364
raf15,6,0.7705,0.01298,0.00489,-0.0134,0.032,0.0327,59.3606
raf19,5,1.2749,0.01208,0.00555,-0.1245,0.2948,0.1217,105.538
raf25,3,0.4252,0.00996,0.0015,-0.032,0.0481,0.0506,42.6908
raf26,-2,0.0491,0.00925,0.00092,-0.0594,0.0278,0.1321,5.30811
raf26,1,0.355,0.00979,0.0011,-0.0622,0.0742,0.0296,36.2615
raf26,2,0.4554,0.00998,0.00125,-0.0625,0.0779,0.0304,45.6313
raf26,4,0.6534,0.01058,0.00199,-0.0626,0.0639,0.0329,61.758
raf26,3,0.5552,0.01022,0.0016,-0.0626,0.0822,0.0315,54.3249
raf27,-1,-0.1055,0.01036,0.0013,0.0002,0.0423,0.0287,-10.1834
raf27,-2,-0.2103,0.01051,0.00161,0.0003,0.0475,0.0295,-20.0095
raf27,1,0.1055,0.01036,0.0013,-0.0002,0.0287,0.0423,10.1834
raf27,2,0.2103,0.01051,0.00161,-0.0003,0.0295,0.0476,20.0095
raf27,6,0.6316,0.01053,0.00464,-0.0026,0.0243,0.9726,59.981
raf27,7,0.7877,0.01606,0.01062,-0.0135,0.0133,1,49.0473
raf28,0,0.1896,0.01051,0.00168,-0.041,0.0281,0.0415,18.04
raf28,1,0.2943,0.01055,0.00153,-0.0409,0.0287,0.0331,27.8957
raf28,2,0.3981,0.01073,0.00168,-0.0407,0.0295,0.0306,37.1016
raf28,3,0.5007,0.01103,0.00205,-0.0403,0.0304,0.0294,45.3944
raf28,4,0.6015,0.01147,0.00265,-0.0395,0.0317,0.0312,52.4412
raf28,5,0.6962,0.01167,0.00365,-0.0377,0.0284,0.2992,59.6572
raf30md,-4,-0.4208,0.01149,0.00343,0.0031,0.0311,0.0308,-36.6232
raf30md,-5,-0.5254,0.01149,0.00325,0.0049,0.0316,0.0221,-45.7267
raf30md,4,0.4208,0.01149,0.00343,-0.0031,0.0308,0.0311,36.6232
raf30md,5,0.5254,0.01149,0.00325,-0.0049,0.0221,0.0316,45.7267
raf30,-1,-0.104,0.01077,0.00176,-0.0008,0.099,0.0285,-9.65645
raf30,-2,-0.2023,0.01014,0.00187,-0.0024,0.2931,0.0295,-19.9507
raf30,1,0.104,0.01077,0.00176,0.0008,0.0285,0.099,9.65645
raf30,2,0.2023,0.01014,0.00187,0.0024,0.0295,0.2931,19.9507
raf31,-1,0.1629,0.00819,0.00138,-0.064,0.5925,0.0348,19.8901
raf31,1,0.3677,0.00845,0.00115,-0.0617,0.4676,0.029,43.5148
raf31,0,0.2693,0.00809,0.00116,-0.0637,0.5555,0.0309,33.288
raf31,2,0.4691,0.00879,0.00124,-0.0604,0.4,0.0417,53.3675
raf31,5,0.7291,0.00834,0.00274,-0.0488,0.2465,0.8437,87.4221
raf31,6,0.894,0.01077,0.00447,-0.0632,0.0838,1,83.0084
raf31,7,0.9649,0.01197,0.00543,-0.0563,0.0564,1,80.6099
raf32md,1,0.618,0.00734,0.001,-0.1204,0.5966,0.032,84.1962
raf32md,3,0.8309,0.00769,0.00136,-0.1211,0.5418,0.0299,108.049
raf32md,2,0.7267,0.00738,0.00108,-0.1212,0.5779,0.03,98.4688
raf32md,4,0.9263,0.00838,0.00187,-0.1192,0.4602,0.0495,110.537
raf32md,6,0.9472,0.01259,0.00462,-0.082,0.0772,0.2959,75.2343
raf32,4,0.7726,0.01343,0.00455,-0.0941,0.0527,0.0541,57.5279
raf33,2,0.4808,0.00855,0.00199,-0.0172,0.4698,0.0291,56.2339
raf33,3,0.5884,0.00845,0.00185,-0.017,0.4611,0.0492,69.6331
raf33,5,0.8663,0.00724,0.00278,-0.0322,0.3978,0.9631,119.655
raf33,6,1.0245,0.00783,0.00336,-0.0433,0.3869,0.9809,130.843
raf33,7,1.1337,0.00969,0.00433,-0.0459,0.2595,0.9906,116.997
raf33,8,1.232,0.01225,0.00621,-0.0471,0.1607,0.997,100.571
raf33,9,1.2613,0.01594,0.00935,-0.0365,0.0744,1,79.128
raf34,-2,-0.0824,0.01009,0.00376,-0.012,0.5607,0.0513,-8.1665
raf34,1,0.2229,0.00918,0.00141,-0.0072,0.3416,0.0289,24.281
raf34,6,0.822,0.01155,0.00508,-0.0238,0.029,0.9896,71.1688
raf34,7,0.9409,0.0128,0.0065,-0.027,0.0271,0.9965,73.5078
raf38,4,0.6409,0.01193,0.00344,-0.0436,0.0583,0.057,53.7217
raf38,5,0.7308,0.01255,0.00431,-0.0415,0.0599,0.0542,58.2311
raf48,-1,0.1584,0.0075,0.00146,-0.0421,0.5046,0.2918,21.12
raf48,-2,0.0601,0.00762,0.00168,-0.0441,0.5935,0.1959,7.88714
raf48,-3,-0.0442,0.00805,0.00196,-0.0449,0.6299,0.1493,-5.49068
raf48,0,0.26,0.00744,0.00145,-0.0408,0.461,0.3828,34.9462
raf48,1,0.3548,0.00712,0.00153,-0.0382,0.402,0.5723,49.8315
raf48,2,0.4533,0.0066,0.00178,-0.0358,0.399,0.7975,68.6818
raf48,5,0.871,0.00801,0.00317,-0.0562,0.3315,0.985,108.739
raf69,-1,0.0967,0.00888,0.00224,-0.0421,0.4904,0.2122,10.8896
raf69,-3,-0.1115,0.00866,0.00245,-0.0427,0.5939,0.1994,-12.8753
raf69,-5,-0.3201,0.00891,0.00295,-0.0433,0.6528,0.1957,-35.9259
raf69,10,0.7977,0.01504,0.01041,0.0342,0.2484,0.948,53.0386
raf69,1,0.3103,0.00857,0.00226,-0.0426,0.4757,0.2765,36.2077
raf69,0,0.1967,0.00913,0.00229,-0.041,0.4492,0.2236,21.5444
raf69,4,0.4934,0.00823,0.00251,-0.0158,0.3984,0.4866,59.9514
raf69,5,0.5888,0.00812,0.00278,-0.014,0.3957,0.574,72.5123
raf69,9,0.8075,0.0109,0.0062,0.0203,0.2912,0.8411,74.0826
raf6prop_sm,-1,0.4966,0.00849,0.00316,-0.107,0.7033,0.0255,58.4923
raf6prop_sm,0,0.607,0.00775,0.00182,-0.1066,0.622,0.0287,78.3226
raf6prop_sm,1,0.7081,0.00851,0.00161,-0.1051,0.4477,0.0346,83.208
raf6prop_sm,10,1.4921,0.02088,0.01348,-0.0749,0.0193,1,71.4607
raf6prop_sm,11,1.5556,0.02412,0.01691,-0.0685,0.0092,1,64.4942
raf6prop_sm,12,1.6021,0.02827,0.02135,-0.0603,0.0082,1,56.6714
raf6prop_sm,13,1.6357,0.03339,0.02679,-0.0514,0.0074,1,48.9877
raf6prop_sm,14,1.6399,0.04095,0.03473,-0.041,0.0067,1,40.0464
raf6prop_sm,2,0.8084,0.00743,0.00218,-0.1041,0.3441,1,108.802
raf6prop_sm,3,0.9106,0.00854,0.00281,-0.1031,0.2793,1,106.628
raf6prop_sm,4,1.0121,0.00957,0.00352,-0.1021,0.2414,1,105.758
raf6prop_sm,6,1.2111,0.01137,0.00516,-0.0995,0.2076,1,106.517
raf6prop_sm,9,1.4576,0.01535,0.0089,-0.0864,0.1511,1,94.9577
raf89,-2,0.0175,0.0088,0.00298,-0.0492,0.5698,0.2903,1.98864
raf89,-5,-0.1599,0.00942,0.00338,-0.0773,0.5997,0.2241,-16.9745
raf89,1,0.0971,0.00896,0.00275,-0.0008,0.407,0.3715,10.8371
raf89,11,0.5187,0.02266,0.01686,0.0862,0.2337,0.6013,22.8906
raf89,4,0.3508,0.00877,0.00336,0.0113,0.3718,0.5902,40
raf89,6,0.3941,0.01166,0.00597,0.0386,0.299,0.5962,33.7993
rc0864c,0,0.1099,0.00729,0.0008,-0.0195,0.6929,0.015,15.0754
rc08b3,-1,-0.0314,0.00721,0.00121,-0.0088,0.8624,0.0243,-4.35506
rc08b3,1,0.1816,0.00469,0.00156,-0.0064,0.7668,0.9724,38.7207
rc08b3,11,1.1254,0.02755,0.02356,0.0125,0.0041,1,40.8494
rc08b3,2,0.342,0.00532,0.0017,-0.0174,0.6371,0.9929,64.2857
rc08b3,4,0.5793,0.00854,0.00266,-0.0237,0.0874,1,67.8337
rc08b3,3,0.4611,0.00687,0.002,-0.0205,0.319,0.9973,67.1179
rc08b3,6,0.7765,0.0104,0.00432,-0.0202,0.0213,1,74.6635
rc08b3,7,0.8687,0.01169,0.00561,-0.0171,0.0109,1,74.3114
rc08n1,-1,-0.0428,0.00968,0.0038,0.0027,0.7113,0.0137,-4.42149
rc08b3,9,1.0308,0.01614,0.01086,-0.007,0.0096,1,63.8662
rc08n1,3,0.4348,0.00509,0.00113,-0.0055,0.5443,1,85.4224
rc08n1,6,0.7421,0.00965,0.00368,-0.0054,0.0304,1,76.9016
rc08n1,5,0.6434,0.00812,0.00246,-0.0061,0.1186,1,79.2365
rc08n1,4,0.5422,0.00611,0.00149,-0.006,0.3622,1,88.7398
rc08n1,8,0.9335,0.01298,0.00714,-0.0023,0.0023,1,71.9183
rc1064c,-2,-0.0837,0.00708,0.00168,-0.0257,0.8845,0.1812,-11.822
rc1064c,0,0.1335,0.00678,0.00109,-0.0242,0.7868,0.2114,19.6903
rc10b3,-1,-0.0022,0.00759,0.00146,-0.0094,0.7947,0.0511,-0.289855
rc10b3,-2,-0.1088,0.00836,0.00228,-0.011,0.8249,0.0145,-13.0144
rc10b3,1,0.2397,0.00586,0.00256,-0.0128,0.7159,0.9727,40.9044
rc10b3,10,1.1905,0.01667,0.01082,-0.0141,0.0152,1,71.4157
rc10b3,11,1.2331,0.02019,0.0148,-0.0027,0.0139,1,61.0748
rc10b3,12,1.2335,0.0242,0.01931,0.0153,0.0126,1,50.9711
rc10b3,13,1.2305,0.03057,0.02625,0.0287,0.0122,1,40.2519
rc10b3,2,0.3877,0.00612,0.00251,-0.0211,0.6456,0.9823,63.3497
rc10b3,3,0.5082,0.00698,0.00258,-0.0241,0.4564,0.9874,72.808
rc10b3,6,0.8493,0.01103,0.00468,-0.0302,0.0412,0.9991,76.9991
rc10b3,7,0.9493,0.01247,0.00618,-0.0289,0.028,1,76.1267
rc10b3,4,0.626,0.0081,0.00296,-0.0269,0.2827,0.9924,77.284
rc10b3,8,1.0297,0.01445,0.00861,-0.0237,0.026,1,71.2595
rc10n1,-2,-0.156,0.0096,0.00342,0.003,0.7058,0.0129,-16.25
rc10b3,5,0.7374,0.00958,0.00371,-0.0286,0.1224,0.9961,76.9729
rc10n1,-4,-0.3684,0.0151,0.00949,0.0002,0.7415,0.0112,-24.3974
rc10n1,10,1.1026,0.0185,0.01346,0.0032,0.0098,1,59.6
rc10n1,0,0.0639,0.00769,0.00121,0.004,0.6639,0.0483,8.30949
rc10n1,13,1.3126,0.02624,0.02154,0.0113,0.0021,1,50.0229
rc10n1,14,1.2976,0.03764,0.03379,0.0149,0.0019,1,34.474
rc10n1,2,0.3027,0.00511,0.00138,-0.0002,0.6063,0.9833,59.2368
rc10n1,4,0.566,0.00599,0.0017,-0.0108,0.4453,1,94.4908
rc10n1,3,0.4372,0.00537,0.00145,-0.0059,0.5538,0.9945,81.4153
rc10n1,5,0.6694,0.00784,0.00252,-0.0113,0.2036,1,85.3827
rc10n1,6,0.765,0.00954,0.00373,-0.01,0.072,1,80.1887
rc10n1,8,0.9521,0.01222,0.0064,-0.0058,0.0206,1,77.9133
rc10n1,9,1.0367,0.01445,0.00875,-0.0025,0.0118,1,71.7439
rc1264c,-1,0.0308,0.00784,0.00157,-0.0251,0.815,0.0301,3.92857
rc1264c,0,0.1279,0.00691,0.00121,-0.0224,0.7528,0.2342,18.5094
rc1264c,2,0.3007,0.00548,0.00167,-0.0114,0.5879,0.92,54.8723
rc1264c,3,0.4036,0.00672,0.00222,-0.0099,0.4119,0.9404,60.0595
rc1264c,4,0.4937,0.00873,0.00315,-0.0066,0.1432,0.9552,56.5521
rc1264c,5,0.6261,0.01047,0.00413,-0.0128,0.0379,0.9692,59.7994
rc1264c,6,0.7489,0.0117,0.00509,-0.0165,0.0087,0.9805,64.0085
rc1264c,7,0.8681,0.01273,0.00603,-0.0193,0.0044,0.9908,68.1932
rc12b3,-3,-0.1889,0.00858,0.00245,-0.0126,0.7927,0.0629,-22.0163
rc12b3,-1,0.0254,0.00748,0.00168,-0.0112,0.7419,0.1885,3.39572
rc12b3,-2,-0.0807,0.00816,0.002,-0.012,0.7654,0.0891,-9.88971
rc12b3,-5,-0.4002,0.01054,0.00462,-0.0151,0.834,0.0305,-37.9696
rc12b3,-4,-0.296,0.0094,0.00326,-0.0135,0.8112,0.036,-31.4894
rc12b3,0,0.1236,0.00525,0.00193,-0.0086,0.7136,0.9249,23.5429
rc12b3,1,0.2744,0.00651,0.00302,-0.0163,0.6782,0.9552,42.1505
rc12b3,10,1.2728,0.01644,0.01008,-0.0298,0.0257,1,77.4209
rc12b3,13,1.3496,0.02289,0.01677,0.01,0.009,1,58.9602
rc12b3,12,1.3362,0.02016,0.01395,-0.0038,0.0119,1,66.2798
rc12b3,11,1.3327,0.01798,0.01172,-0.0217,0.0215,1,74.1212
rc12b3,2,0.4137,0.00733,0.00358,-0.0222,0.625,0.9722,56.4393
rc12b3,4,0.6751,0.00813,0.00364,-0.0326,0.4452,0.9817,83.0381
rc12b3,3,0.5552,0.00754,0.00351,-0.0296,0.5541,0.978,73.634
rc12b3,5,0.7888,0.00921,0.00415,-0.0348,0.3076,0.9858,85.646
rc12b3,6,0.8954,0.01103,0.00505,-0.0361,0.1423,0.9907,81.1786
rc12b3,7,0.999,0.01227,0.00596,-0.0363,0.0826,0.9944,81.4181
rc12b3,8,1.1017,0.01331,0.00704,-0.0361,0.0615,0.9974,82.7724
rc12n1,-2,-0.1648,0.0087,0.00204,0.0045,0.6836,0.026,-18.9425
rc12n1,-3,-0.2749,0.00947,0.00284,0.0043,0.6993,0.0134,-29.0285
rc12n1,1,0.1416,0.0051,0.0012,0.009,0.6258,0.8608,27.7647
rc12n1,10,1.1103,0.01697,0.0114,0.0014,0.012,1,65.4272
rc12n1,0,0.0375,0.00565,0.00125,0.0073,0.6469,0.7043,6.63717
rc12n1,11,1.1577,0.02069,0.01555,0.0096,0.0118,1,55.9546
rc12n1,12,1.1904,0.02613,0.02147,0.0163,0.0117,1,45.5568
rc12n1,13,1.2123,0.03382,0.02973,0.0211,0.0117,1,35.8457
rc12n1,2,0.259,0.00516,0.00138,0.0079,0.6007,0.9414,50.1938
rc12n1,3,0.3907,0.0055,0.00155,0.0032,0.5471,0.9675,71.0364
rc12n1,4,0.5231,0.00601,0.00185,-0.002,0.479,0.9807,87.0383
rc12n1,5,0.6558,0.00723,0.00248,-0.0083,0.3247,0.9912,90.7054
rc12n1,6,0.7794,0.00946,0.00386,-0.0135,0.1246,0.9986,82.389
rc12n1,7,0.8798,0.01112,0.00514,-0.0133,0.0468,1,79.1187
rc12n1,9,1.0458,0.01415,0.00812,-0.0054,0.0146,1,73.9081
rc410,-3,-0.217,0.00857,0.00227,-0.0058,0.7011,0.0491,-25.3209
rc410,-2,-0.1048,0.00809,0.00179,-0.0053,0.6751,0.0805,-12.9543
rc410,-5,-0.4325,0.01216,0.0063,-0.0094,0.7443,0.0187,-35.5674
rc410,-4,-0.3246,0.01028,0.00404,-0.0077,0.726,0.0174,-31.5759
rc410,1,0.2334,0.00769,0.00127,-0.0045,0.5221,0.1494,30.3511
rc410,0,0.1213,0.00765,0.00136,-0.0048,0.6056,0.1227,15.8562
rc410,11,1.3094,0.01442,0.00883,-0.0034,0.072,1,90.8044
rc410,13,1.4839,0.01792,0.01244,0.0012,0.0457,1,82.8069
rc410,12,1.3999,0.01594,0.01037,-0.0013,0.0591,1,87.8231
rc410,3,0.4732,0.00771,0.00229,-0.0094,0.18,0.9871,61.3748
rc410,4,0.6213,0.00841,0.00277,-0.0174,0.1539,1,73.8763
rc410,5,0.7239,0.00886,0.00318,-0.0157,0.1443,1,81.7043
rc410,6,0.8242,0.00967,0.00396,-0.0137,0.1259,1,85.2327
rc410,7,0.9252,0.01027,0.00441,-0.012,0.1096,1,90.0876
rc410,8,1.0249,0.01106,0.00518,-0.0102,0.0975,1,92.6673
rc510,-2,-0.0949,0.00871,0.00216,-0.0061,0.6831,0.015,-10.8955
rc510,-1,0.0154,0.00785,0.00143,-0.0054,0.6571,0.0665,1.96178
rc510,10,1.2123,0.01361,0.00775,-0.0078,0.0531,1,89.0742
rc510,0,0.1273,0.00749,0.00123,-0.0053,0.628,0.1285,16.996
rc510,12,1.3748,0.01835,0.01236,-0.002,0.0129,1,74.921
rc510,13,1.4053,0.02428,0.01882,0.0057,0.0034,1,57.8789
rc510,14,1.4121,0.03288,0.02808,0.0095,0.0035,1,42.9471
rc510,2,0.3769,0.00534,0.00144,-0.011,0.543,0.9876,70.5805
rc510,3,0.5208,0.00683,0.00189,-0.0191,0.2943,0.9998,76.2518
rc510,4,0.6271,0.00778,0.00236,-0.0189,0.211,1,80.6041
rc510,5,0.7292,0.00846,0.00287,-0.0176,0.1757,1,86.1939
rc510,6,0.8288,0.00932,0.0035,-0.016,0.1276,1,88.927
rc510,7,0.9279,0.01019,0.00423,-0.0143,0.0998,1,91.0599
rc510,8,1.0253,0.01121,0.00514,-0.0124,0.0791,1,91.463
rc510,9,1.1226,0.01212,0.00633,-0.0105,0.0762,1,92.6238
rcsc2,-3,-0.2249,0.00944,0.00366,-0.03,0.9586,0.0187,-23.8242
rcsc2,-2,-0.1052,0.00817,0.00248,-0.031,0.9447,0.0544,-12.8764
rcsc2,0,0.0907,0.00481,0.00126,-0.0247,0.8729,0.6548,18.8565
rcsc2,1,0.1708,0.00487,0.0014,-0.0162,0.6599,0.9098,35.0719
rcsc2,10,0.9837,0.03708,0.03358,0.0104,0.0228,1,26.5291
rcsc2,4,0.5029,0.00952,0.00326,-0.0169,0.0248,0.9814,52.8256
rcsc2,2,0.2538,0.00697,0.00197,-0.0103,0.2478,0.9511,36.4132
rcsc2,3,0.3697,0.00837,0.00264,-0.0114,0.0971,0.9738,44.1697
rcsc2,5,0.6355,0.01065,0.00442,-0.0219,0.019,0.9895,59.6714
rcsc2,9,0.9697,0.02544,0.0209,-0.0029,0.0212,1,38.1171
rg12a189,-1,0.1653,0.0044,0.00094,-0.0592,0.8194,0.7392,37.5682
rg12a189,-2,0.059,0.0048,0.00103,-0.0607,0.8986,0.5164,12.2917
rg12a189,-3,-0.0568,0.00745,0.00185,-0.0582,0.9476,0.0075,-7.62416
rg12a189,-4,-0.1857,0.00923,0.00399,-0.0551,0.9672,0.0067,-20.1192
rg12a189,1,0.376,0.00512,0.00111,-0.056,0.6348,0.8235,73.4375
rg12a189,0,0.2704,0.00468,0.00098,-0.0574,0.7268,0.7968,57.7778
rg12a189,11,1.276,0.02698,0.02259,-0.0259,0.0017,1,47.2943
rg12a189,2,0.4795,0.00563,0.00132,-0.0542,0.5282,0.8582,85.1687
rg12a189,3,0.5815,0.00644,0.00164,-0.0526,0.3874,0.8819,90.295
rg12a189,4,0.6813,0.00747,0.00218,-0.0508,0.2498,0.9109,91.2048
rg12a189,5,0.774,0.00908,0.00326,-0.0477,0.0912,0.9746,85.2423
rg12a189,8,1.0814,0.0135,0.00745,-0.0454,0.0056,1,80.1037
rg12a,-1,0.1652,0.0044,0.00094,-0.0592,0.8194,0.7403,37.5455
rg12a,-2,0.0591,0.0048,0.00102,-0.0607,0.8981,0.5179,12.3125
rg12a,-3,-0.057,0.00745,0.00185,-0.0582,0.9475,0.0075,-7.65101
rg12a,-4,-0.1858,0.00919,0.00395,-0.0551,0.9672,0.0067,-20.2176
rg12a,0,0.2704,0.00468,0.00098,-0.0574,0.7267,0.7969,57.7778
rg12a,1,0.376,0.00512,0.00111,-0.056,0.6354,0.8235,73.4375
rg12a,11,1.2758,0.02699,0.02261,-0.0259,0.0017,1,47.2694
rg12a,2,0.4794,0.00563,0.00132,-0.0542,0.5284,0.8582,85.151
rg12a,3,0.5815,0.00644,0.00164,-0.0526,0.3862,0.8819,90.295
rg12a,4,0.6813,0.00747,0.00218,-0.0508,0.2499,0.9109,91.2048
rg12a,5,0.7742,0.00904,0.00325,-0.0477,0.0938,0.9743,85.6416
rg12a,8,1.0814,0.0135,0.00745,-0.0454,0.0056,1,80.1037
rg12a,7,0.9826,0.01202,0.00583,-0.047,0.0099,1,81.7471
rg12,-1,0.1064,0.00441,0.00093,-0.0488,0.8224,0.7312,24.127
rg12,-2,0.0098,0.00625,0.00112,-0.0512,0.8931,0.1856,1.568
rg12,-3,-0.11,0.00687,0.00169,-0.0495,0.9416,0.1083,-16.0116
rg12,-4,-0.2337,0.00824,0.00251,-0.0466,0.9663,0.01,-28.3617
rg12,1,0.319,0.00497,0.00106,-0.0458,0.6529,0.8219,64.1851
rg12,0,0.2125,0.00461,0.00099,-0.0471,0.743,0.792,46.0954
rg12,-5,-0.3658,0.01033,0.00511,-0.0425,0.9779,0.0082,-35.4114
rg12,10,1.1797,0.02089,0.01604,-0.0253,0.0032,1,56.472
rg12,2,0.4238,0.0055,0.00127,-0.0443,0.5473,0.8473,77.0545
rg12,3,0.5256,0.0062,0.00157,-0.0424,0.414,0.8805,84.7742
rg12,5,0.7243,0.00798,0.00282,-0.0382,0.1904,0.9611,90.7644
rg12,4,0.6273,0.00702,0.00203,-0.0408,0.2964,0.9096,89.359
rg12,8,1.0296,0.01296,0.00694,-0.0363,0.0059,1,79.4444
rg1410,-2,0.0032,0.0062,0.00118,-0.0455,0.8372,0.2509,0.516129
rg1410,-1,0.1061,0.00572,0.00094,-0.0439,0.7609,0.4113,18.549
rg12,9,1.1164,0.01574,0.01013,-0.0325,0.0031,1,70.9276
rg1410,-5,-0.3312,0.00967,0.00442,-0.0451,0.967,0.0145,-34.2503
rg1410,-4,-0.2145,0.00774,0.0022,-0.0462,0.941,0.0486,-27.7132
rg1410,-3,-0.1021,0.00684,0.00158,-0.0466,0.8979,0.1325,-14.9269
rg1410,0,0.2017,0.0049,0.00094,-0.0408,0.676,0.7535,41.1633
rg1410,1,0.3023,0.00506,0.00122,-0.0378,0.6036,0.8742,59.7431
rg1410,2,0.4052,0.00552,0.0014,-0.0359,0.5137,0.9063,73.4058
rg1410,4,0.6091,0.00699,0.00211,-0.032,0.2933,0.9759,87.1388
rg1410,6,0.8257,0.01088,0.0044,-0.0341,0.0118,1,75.8915
rg1410,5,0.7313,0.00902,0.0032,-0.0361,0.0963,0.9941,81.0754
rg1410,7,0.923,0.01186,0.00527,-0.0319,0.0069,1,77.8246
rg1495,-1,0.1074,0.00573,0.0009,-0.0441,0.7756,0.3821,18.7435
rg1495,-4,-0.2177,0.0083,0.00275,-0.0456,0.9527,0.0196,-26.2289
rg1495,1,0.3028,0.00496,0.00117,-0.0381,0.6141,0.8825,61.0484
rg1495,0,0.2059,0.00492,0.00084,-0.0418,0.6939,0.698,41.8496
rg1495,2,0.4043,0.00545,0.00134,-0.0358,0.5135,0.9173,74.1835
rg1495,4,0.6185,0.00702,0.00208,-0.0345,0.2808,0.9869,88.1054
rg1495,6,0.8243,0.01088,0.00435,-0.0341,0.0084,1,75.7629
rg1495,7,0.9239,0.0119,0.00543,-0.0322,0.0049,1,77.6387
rg149,-1,0.1093,0.00574,0.00086,-0.0445,0.7939,0.3437,19.0418
rg149,-4,-0.225,0.00861,0.00326,-0.0442,0.9621,0.0206,-26.1324
rg149,-5,-0.3551,0.00899,0.00352,-0.0391,0.9759,0.0117,-39.4994
rg149,1,0.3046,0.00487,0.00107,-0.0388,0.621,0.8785,62.5462
rg149,2,0.4029,0.00536,0.00128,-0.0357,0.5109,0.9304,75.1679
rg149,3,0.5039,0.006,0.00156,-0.0334,0.3992,0.9719,83.9833
rg149,4,0.6336,0.00716,0.00207,-0.0384,0.2464,0.9927,88.4916
rg149,6,0.8247,0.01083,0.00436,-0.0344,0.006,1,76.1496
rg14a147,-2,-0.0298,0.00573,0.00112,-0.0394,0.9522,0.2478,-5.2007
rg14a147,-1,0.0738,0.00387,0.0008,-0.0382,0.8837,0.7803,19.0698
rg14a147,-3,-0.1558,0.00827,0.00305,-0.0362,0.9764,0.0063,-18.8392
rg14a147,1,0.2732,0.00423,0.00084,-0.0318,0.6896,0.951,64.5863
rg14a147,0,0.1739,0.00396,0.00077,-0.035,0.7831,0.8907,43.9141
rg14a147,2,0.3953,0.00488,0.00096,-0.0343,0.5411,0.9895,81.0041
rg14a147,3,0.5163,0.00577,0.00126,-0.0374,0.3791,1,89.4801
rg14a147,5,0.6999,0.00972,0.00356,-0.0314,0.0038,1,72.0062
rg14a147,6,0.7999,0.01158,0.00581,-0.0292,0.0031,1,69.076
rg14,-1,0.1069,0.00541,0.0008,-0.0458,0.8235,0.3973,19.7597
rg14,-3,-0.1119,0.00713,0.00173,-0.0466,0.9482,0.0482,-15.6942
rg14,-4,-0.2326,0.00843,0.00294,-0.045,0.9727,0.0074,-27.5919
rg14,0,0.1993,0.00433,0.00093,-0.0414,0.743,0.8612,46.0277
rg14,1,0.3021,0.00466,0.00101,-0.039,0.6514,0.9055,64.8283
rg14,10,1.1218,0.03144,0.0278,-0.0137,0.0047,1,35.6807
rg14,2,0.402,0.00512,0.00117,-0.0362,0.5468,0.9458,78.5156
rg14,5,0.7335,0.00862,0.00292,-0.0384,0.103,1,85.0928
rg14,4,0.6472,0.00726,0.00199,-0.0426,0.2241,0.9997,89.146
rg14,7,0.9276,0.01154,0.00533,-0.0345,0.0076,1,80.3813
rg14,8,1.0216,0.01364,0.00772,-0.0317,0.0033,1,74.8974
rg14,9,1.0946,0.01841,0.01338,-0.0253,0.0036,1,59.4568
rg15a111,-1,0.1678,0.00508,0.00103,-0.0616,0.7416,0.6501,33.0315
rg15a111,-2,0.0647,0.00576,0.0011,-0.0632,0.8042,0.3791,11.2326
rg15a111,-3,-0.0438,0.00611,0.00149,-0.064,0.8594,0.2878,-7.16858
rg15a111,-4,-0.1496,0.00749,0.00212,-0.0645,0.9113,0.0739,-19.9733
rg15a111,0,0.2766,0.00515,0.0011,-0.0607,0.6849,0.7168,53.7087
rg15a111,1,0.3842,0.00547,0.00121,-0.0597,0.6105,0.7523,70.2377
rg15a111,10,1.2525,0.01773,0.01176,-0.0396,0.0028,1,70.643
